8.217807412147521973e-01 4.432653635740280151e-02
8.151329755783081055e-01 5.806561931967735291e-02
8.017550706863403320e-01 5.969429761171340942e-02
7.860938906669616699e-01 5.531334877014160156e-02
7.703650593757629395e-01 5.176963657140731812e-02
7.520742416381835938e-01 4.975226148962974548e-02
7.320008873939514160e-01 4.872281104326248169e-02
7.145191431045532227e-01 4.819415509700775146e-02
6.922219991683959961e-01 4.627475142478942871e-02
6.561309099197387695e-01 4.217614606022834778e-02
6.012449860572814941e-01 3.915233910083770752e-02
5.452798008918762207e-01 3.893532231450080872e-02
4.788631200790405273e-01 3.946038335561752319e-02
4.243608415126800537e-01 4.019318148493766785e-02
3.946432769298553467e-01 4.068174958229064941e-02
3.722384870052337646e-01 4.059669375419616699e-02
3.516336679458618164e-01 4.062287881970405579e-02
3.434467017650604248e-01 4.138859733939170837e-02
3.197662234306335449e-01 4.191102832555770874e-02
2.432121336460113525e-01 3.938874602317810059e-02
8.834884762763977051e-01 4.507269337773323059e-02
8.835037350654602051e-01 6.527911871671676636e-02
8.834455013275146484e-01 8.545389026403427124e-02
8.831678628921508789e-01 1.053291186690330505e-01
8.818297982215881348e-01 1.240198686718940735e-01
8.776146769523620605e-01 1.390804946422576904e-01
8.689790368080139160e-01 1.479488909244537354e-01
8.570275902748107910e-01 1.516242623329162598e-01
8.437550067901611328e-01 1.528624892234802246e-01
8.291586041450500488e-01 1.516937464475631714e-01
8.133767247200012207e-01 1.487104445695877075e-01
7.953479886054992676e-01 1.433763206005096436e-01
7.733465433120727539e-01 1.363094300031661987e-01
7.461618781089782715e-01 1.249234974384307861e-01
7.129264473915100098e-01 1.111276373267173767e-01
6.728028059005737305e-01 9.559927135705947876e-02
6.299252510070800781e-01 8.249545842409133911e-02
5.916488766670227051e-01 7.296921312808990479e-02
5.532595515251159668e-01 6.803290545940399170e-02
5.144467353820800781e-01 6.885898858308792114e-02
9.036636352539062500e-01 4.507312923669815063e-02
9.036507606506347656e-01 6.528226286172866821e-02
9.036682844161987305e-01 8.548489958047866821e-02
9.036405682563781738e-01 1.056511774659156799e-01
9.034433364868164062e-01 1.256624907255172729e-01
9.027171730995178223e-01 1.450301408767700195e-01
9.000047445297241211e-01 1.620692759752273560e-01
8.935239315032958984e-01 1.738198399543762207e-01
8.829972743988037109e-01 1.797400265932083130e-01
8.697128295898437500e-01 1.819472163915634155e-01
8.543425202369689941e-01 1.821369677782058716e-01
8.359683752059936523e-01 1.796917766332626343e-01
8.142768144607543945e-01 1.729286462068557739e-01
7.845489978790283203e-01 1.605182290077209473e-01
7.467457652091979980e-01 1.404163688421249390e-01
7.075047492980957031e-01 1.209053248167037964e-01
6.654701232910156250e-01 1.041299551725387573e-01
6.231146454811096191e-01 9.192556887865066528e-02
5.859314799308776855e-01 8.441670238971710205e-02
5.526753067970275879e-01 8.058178424835205078e-02
8.431919813156127930e-01 4.499244689941406250e-02
8.422628641128540039e-01 6.433239579200744629e-02
8.385772705078125000e-01 8.026820421218872070e-02
8.295503258705139160e-01 8.901302516460418701e-02
8.155490756034851074e-01 9.052690118551254272e-02
7.997735738754272461e-01 8.847540616989135742e-02
7.837762832641601562e-01 8.552036434412002563e-02
7.674810886383056641e-01 8.232631534337997437e-02
7.508189082145690918e-01 8.010422438383102417e-02
7.336240410804748535e-01 7.824788987636566162e-02
7.167366743087768555e-01 7.512472569942474365e-02
6.981070637702941895e-01 7.127779722213745117e-02
